code,title,sense,original
29-1213,dermatologist,dermatologist.n.01,dermatologists
29-1213,dermatopathologist,,dermatopathologist
29-1213,procedural dermatologist,procedural.a.01 dermatologist.n.01,procedural_dermatologist
29-1214,rheumatologist,rheumatologist.n.01,rheumatologist
29-1214,radiotherapist,radiologist.n.01,radiotherapist
29-1214,radiologist,radiologist.n.01,radiologist
29-1214,radiographer,radiographer.n.01,radiographer
29-1214,psychiatrist,psychiatrist.n.01,psychiatrist
29-1214,primary care physician,primary_care_physician.n.01,primary_care_physician
29-1214,proctologist,proctologist.n.01,proctologist
29-1214,orthoptist,orthoptist.n.01,orthoptist
29-1214,urologist,urologist.n.01,urologist
29-1214,houseman,intern.n.01,houseman
29-1214,ear specialist,ear_doctor.n.01,ear_specialist
29-1214,diplomate,diplomate.n.01,diplomate
29-1214,diagnostician,diagnostician.n.01,diagnostician
29-1214,pathologist,diagnostician.n.01,pathologist
29-1214,dermatologist,dermatologist.n.01,dermatologist
29-1214,podiatrist,chiropodist.n.01,podiatrist
29-1214,foot doctor,chiropodist.n.01,foot_doctor
29-1214,chiropodist,chiropodist.n.01,chiropodist
29-1214,cardiologist,cardiologist.n.01,cardiologist
29-1214,heart specialist,cardiologist.n.01,heart_specialist
29-1214,heart surgeon,cardiologist.n.01,heart_surgeon
29-1214,baby doctor,baby_doctor.n.01,baby_doctor
29-1214,pediatrician,baby_doctor.n.01,pediatrician
29-1214,anesthesiologist,anesthesiologist.n.01,anesthesiologist
29-1214,orthopaedist,orthopedist.n.01,orthopaedist
29-1214,orthopedist,orthopedist.n.01,orthopedist
29-1214,anaesthetist,anesthesiologist.n.01,anaesthetist
29-1214,eye doctor,ophthalmologist.n.01,eye_doctor
29-1214,critical care physician,critical.s.05 concern.n.02 doctor.n.01,critical_care_physician
29-1214,anesthetist,anesthesiologist.n.01,anesthetist
29-1214,disaster medicine physician,disaster.n.03 music.n.05 doctor.n.01,disaster_medicine_physician
29-1214,emergency medicine specialist,hand_brake.n.01 music.n.05 specialist.n.02,emergency_medicine_specialist
29-1214,otolaryngologist,ent_man.n.01,otolaryngologist
29-1214,medico,doctor.n.01,medico
29-1214,doctor,doctor.n.01,doctor
29-1214,doc,doctor.n.01,doc
29-1214,physician,doctor.n.01,physician
29-1214,ear - nose - and - throat doctor,ent_man.n.01,ear-nose-and-throat_doctor
29-1214,ophthalmologist,ophthalmologist.n.01,ophthalmologist
29-1214,endocrinologist,endocrinologist.n.01,endocrinologist
29-1214,emergency medicine physician,hand_brake.n.01 music.n.05 doctor.n.01,emergency_medicine_physicians
29-1214,embryologist,embryologist.n.01,embryologist
29-1214,ear doctor,ear_doctor.n.01,ear_doctor
29-1214,md,doctor.n.01,md
29-1214,dr .,doctor.n.01,dr.
29-1214,medical specialist,specialist.n.02,medical_specialist
29-1214,specialist,specialist.n.02,specialist
29-1214,allergist,allergist.n.01,allergist
29-1214,angiologist,angiologist.n.01,angiologist
29-1214,medical extern,extern.n.01,medical_extern
29-1214,gastroenterologist,gastroenterologist.n.01,gastroenterologist
29-1214,general practitioner,general_practitioner.n.01,general_practitioner
29-1214,resident physician,house_physician.n.01,resident_physician
29-1214,house physician,house_physician.n.01,house_physician
29-1214,otologist,ear_doctor.n.01,otologist
29-1214,rhinolaryngologist,ent_man.n.01,rhinolaryngologist
29-1214,otorhinolaryngologist,ent_man.n.01,otorhinolaryngologist
29-1214,operating surgeon,surgeon.n.01,operating_surgeon
29-1214,woman 's s doctor,gynecologist.n.01,woman's_doctor
29-1214,gynecologist,gynecologist.n.01,gynecologist
29-1214,hematologist,hematologist.n.01,hematologist
29-1214,haematologist,hematologist.n.01,haematologist
29-1214,surgeon,surgeon.n.01,surgeon
29-1214,veterinarian,veterinarian.n.01,veterinarian
29-1214,veterinary surgeon,veterinarian.n.01,veterinary_surgeon
29-1214,neurologist,neurologist.n.01,neurologist
29-1214,brain doctor,neurologist.n.01,brain_doctor
29-1214,obstetrician,obstetrician.n.01,obstetrician
29-1214,accoucheur,obstetrician.n.01,accoucheur
29-1214,oncologist,oncologist.n.01,oncologist
29-1214,hygienist,hygienist.n.01,hygienist
29-1214,gerontologist,gerontologist.n.01,gerontologist
29-1215,gp doctor,general_practitioner.n.01 doctor.n.01,gp_doctor
29-1215,angiologist,angiologist.n.01,angiologist
29-1215,medical extern,extern.n.01,medical_extern
29-1215,resident physician,house_physician.n.01,resident_physician
29-1215,allergist,allergist.n.01,allergist
29-1215,gastroenterologist,gastroenterologist.n.01,gastroenterologist
29-1215,family doctor,family_doctor.n.01,family_doctor
29-1215,doc,doctor.n.01,doc
29-1215,practitioner,practitioner.n.01,practitioner
29-1215,practician,practitioner.n.01,practician
29-1215,dr .,doctor.n.01,dr.
29-1215,md,doctor.n.01,md
29-1215,physician,doctor.n.01,physician
29-1215,house physician,house_physician.n.01,house_physician
29-1215,country doctor,country_doctor.n.01,country_doctor
29-1215,houseman,intern.n.01,houseman
29-1215,clinician,clinician.n.01,clinician
29-1215,medical specialist,specialist.n.02,medical_specialist
29-1215,family medicine physician,syndicate.n.01 music.n.05 doctor.n.01,family_medicine_physicians
29-1215,board certified family physician,display_panel.n.01 license.v.01 syndicate.n.01 doctor.n.01,board_certified_family_physician
29-1215,family physician,syndicate.n.01 doctor.n.01,family_physician
29-1215,family practice medical doctor,syndicate.n.01 practice.n.05 medical.a.01 doctor.n.01,family_practice_medical_doctor
29-1215,family practice physician,syndicate.n.01 practice.n.05 doctor.n.01,family_practice_physician
29-1215,family practitioner,syndicate.n.01 practitioner.n.01,family_practitioner
29-1215,primary care physician,primary_care_physician.n.01,primary_care_physician
29-1215,general practitioner,general_practitioner.n.01,general_practitioner
29-1215,doctor,doctor.n.01,doctor
29-1215,veterinarian,veterinarian.n.01,veterinarian
29-1215,veterinary surgeon,veterinarian.n.01,veterinary_surgeon
29-1215,surgeon,surgeon.n.01,surgeon
29-1215,operating surgeon,surgeon.n.01,operating_surgeon
29-1215,specialist,specialist.n.02,specialist
29-1215,gongorist,gongorist.n.01,gongorist
29-1215,medico,doctor.n.01,medico
29-1216,dr .,doctor.n.01,dr.
29-1216,veterinarian,veterinarian.n.01,veterinarian
29-1216,md,doctor.n.01,md
29-1216,physician,doctor.n.01,physician
29-1216,doc,doctor.n.01,doc
29-1216,doctor,doctor.n.01,doctor
29-1216,medico,doctor.n.01,medico
29-1216,internal medicine physician,internal.s.02 music.n.05 doctor.n.01,internal_medicine_physician
29-1216,general internal medicine doctor,general.s.05 internal.s.02 music.n.05 doctor_of_the_church.n.01,general_internal_medicine_doctor
29-1216,general internal medicine physician,general.s.05 internal.s.02 music.n.05 doctor.n.01,general_internal_medicine_physicians
29-1216,angiologist,angiologist.n.01,angiologist
29-1216,allergist,allergist.n.01,allergist
29-1216,medical extern,extern.n.01,medical_extern
29-1216,general practitioner,general_practitioner.n.01,general_practitioner
29-1216,resident physician,house_physician.n.01,resident_physician
29-1216,house physician,house_physician.n.01,house_physician
29-1216,houseman,intern.n.01,houseman
29-1216,primary care physician,primary_care_physician.n.01,primary_care_physician
29-1216,specialist,specialist.n.02,specialist
29-1216,operating surgeon,surgeon.n.01,operating_surgeon
29-1216,surgeon,surgeon.n.01,surgeon
29-1216,veterinary surgeon,veterinarian.n.01,veterinary_surgeon
29-1216,gastroenterologist,gastroenterologist.n.01,gastroenterologist
29-1216,medical specialist,specialist.n.02,medical_specialist
29-1217,chiropodist,chiropodist.n.01,chiropodist
29-1217,rheumatologist,rheumatologist.n.01,rheumatologist
29-1217,diplomate,diplomate.n.01,diplomate
29-1217,dermatologist,dermatologist.n.01,dermatologist
29-1217,podiatrist,chiropodist.n.01,podiatrist
29-1217,foot doctor,chiropodist.n.01,foot_doctor
29-1217,cardiologist,cardiologist.n.01,cardiologist
29-1217,heart specialist,cardiologist.n.01,heart_specialist
29-1217,heart surgeon,cardiologist.n.01,heart_surgeon
29-1217,baby doctor,baby_doctor.n.01,baby_doctor
29-1217,pediatrician,baby_doctor.n.01,pediatrician
29-1217,anesthesiologist,anesthesiologist.n.01,anesthesiologist
29-1217,anesthetist,anesthesiologist.n.01,anesthetist
29-1217,anaesthetist,anesthesiologist.n.01,anaesthetist
29-1217,etiologist,etiologist.n.01,etiologist
29-1217,specialist,specialist.n.02,specialist
29-1217,medical specialist,specialist.n.02,medical_specialist
29-1217,diagnostician,diagnostician.n.01,diagnostician
29-1217,pathologist,diagnostician.n.01,pathologist
29-1217,headache specialist,headache.n.02 specialist.n.02,headache_specialist
29-1217,epileptologist,,epileptologist
29-1217,clinical neuromuscular pathologist,clinical.s.02 neuromuscular.a.01 diagnostician.n.01,clinical_neuromuscular_pathologist
29-1217,brain doctor,neurologist.n.01,brain_doctor
29-1217,neurologist,neurologist.n.01,neurologists
29-1217,neurologist,neurologist.n.01,neurologist
29-1217,ear specialist,ear_doctor.n.01,ear_specialist
29-1217,urologist,urologist.n.01,urologist
29-1217,ear doctor,ear_doctor.n.01,ear_doctor
29-1217,embryologist,embryologist.n.01,embryologist
29-1217,radiotherapist,radiologist.n.01,radiotherapist
29-1217,radiologist,radiologist.n.01,radiologist
29-1217,radiographer,radiographer.n.01,radiographer
29-1217,psychiatrist,psychiatrist.n.01,psychiatrist
29-1217,proctologist,proctologist.n.01,proctologist
29-1217,orthoptist,orthoptist.n.01,orthoptist
29-1217,orthopaedist,orthopedist.n.01,orthopaedist
29-1217,orthopedist,orthopedist.n.01,orthopedist
29-1217,ophthalmologist,ophthalmologist.n.01,ophthalmologist
29-1217,eye doctor,ophthalmologist.n.01,eye_doctor
29-1217,oncologist,oncologist.n.01,oncologist
29-1217,accoucheur,obstetrician.n.01,accoucheur
29-1217,obstetrician,obstetrician.n.01,obstetrician
29-1217,hygienist,hygienist.n.01,hygienist
29-1217,haematologist,hematologist.n.01,haematologist
29-1217,hematologist,hematologist.n.01,hematologist
29-1217,gynecologist,gynecologist.n.01,gynecologist
29-1217,woman 's s doctor,gynecologist.n.01,woman's_doctor
29-1217,gerontologist,gerontologist.n.01,gerontologist
29-1217,otolaryngologist,ent_man.n.01,otolaryngologist
29-1217,ear - nose - and - throat doctor,ent_man.n.01,ear-nose-and-throat_doctor
29-1217,otorhinolaryngologist,ent_man.n.01,otorhinolaryngologist
29-1217,endocrinologist,endocrinologist.n.01,endocrinologist
29-1217,otologist,ear_doctor.n.01,otologist
29-1217,rhinolaryngologist,ent_man.n.01,rhinolaryngologist
29-1218,doc,doctor.n.01,doc
29-1218,orthoptist,orthoptist.n.01,orthoptist
29-1218,otologist,ear_doctor.n.01,otologist
29-1218,ear doctor,ear_doctor.n.01,ear_doctor
29-1218,ear specialist,ear_doctor.n.01,ear_specialist
29-1218,diplomate,diplomate.n.01,diplomate
29-1218,diagnostician,diagnostician.n.01,diagnostician
29-1218,pathologist,diagnostician.n.01,pathologist
29-1218,dermatologist,dermatologist.n.01,dermatologist
29-1218,podiatrist,chiropodist.n.01,podiatrist
29-1218,foot doctor,chiropodist.n.01,foot_doctor
29-1218,cardiologist,cardiologist.n.01,cardiologist
29-1218,heart specialist,cardiologist.n.01,heart_specialist
29-1218,heart surgeon,cardiologist.n.01,heart_surgeon
29-1218,baby doctor,baby_doctor.n.01,baby_doctor
29-1218,pediatrician,baby_doctor.n.01,pediatrician
29-1218,anesthesiologist,anesthesiologist.n.01,anesthesiologist
29-1218,anesthetist,anesthesiologist.n.01,anesthetist
29-1218,anaesthetist,anesthesiologist.n.01,anaesthetist
29-1218,perinatologist,perinatologist.n.01,perinatologist
29-1218,veterinarian,veterinarian.n.01,veterinarian
29-1218,urologist,urologist.n.01,urologist
29-1218,veterinary surgeon,veterinarian.n.01,veterinary_surgeon
29-1218,rheumatologist,rheumatologist.n.01,rheumatologist
29-1218,radiologist,radiologist.n.01,radiologist
29-1218,haematologist,hematologist.n.01,haematologist
29-1218,hygienist,hygienist.n.01,hygienist
29-1218,neurologist,neurologist.n.01,neurologist
29-1218,brain doctor,neurologist.n.01,brain_doctor
29-1218,hematologist,hematologist.n.01,hematologist
29-1218,gerontologist,gerontologist.n.01,gerontologist
29-1218,rhinolaryngologist,ent_man.n.01,rhinolaryngologist
29-1218,eye doctor,ophthalmologist.n.01,eye_doctor
29-1218,ophthalmologist,ophthalmologist.n.01,ophthalmologist
29-1218,orthopedist,orthopedist.n.01,orthopedist
29-1218,orthopaedist,orthopedist.n.01,orthopaedist
29-1218,proctologist,proctologist.n.01,proctologist
29-1218,psychiatrist,psychiatrist.n.01,psychiatrist
29-1218,otolaryngologist,ent_man.n.01,otolaryngologist
29-1218,ear - nose - and - throat doctor,ent_man.n.01,ear-nose-and-throat_doctor
29-1218,otorhinolaryngologist,ent_man.n.01,otorhinolaryngologist
29-1218,endocrinologist,endocrinologist.n.01,endocrinologist
29-1218,embryologist,embryologist.n.01,embryologist
29-1218,radiographer,radiographer.n.01,radiographer
29-1218,radiotherapist,radiologist.n.01,radiotherapist
29-1218,surgeon,surgeon.n.01,surgeon
29-1218,chiropodist,chiropodist.n.01,chiropodist
29-1218,primary care physician,primary_care_physician.n.01,primary_care_physician
29-1218,woman 's s doctor,gynecologist.n.01,woman's_doctor
29-1218,gynecologist,gynecologist.n.01,gynecologist
29-1218,maternal - fetal medicine physician,music.n.05 doctor.n.01,maternal-fetal_medicine_physician
29-1218,ob specialist,obstetrics.n.01 specialist.n.02,ob_specialist
29-1218,obstetrician / gynecologist,,obstetrician/gynecologist
29-1218,medico,doctor.n.01,medico
29-1218,doctor,doctor.n.01,doctor
29-1218,operating surgeon,surgeon.n.01,operating_surgeon
29-1218,gynecological oncologist,gynecological.a.01 oncologist.n.01,gynecological_oncologist
29-1218,physician,doctor.n.01,physician
29-1218,md,doctor.n.01,md
29-1218,ob / gyn physician,doctor.n.01,ob/gyn_physician
29-1218,dr .,doctor.n.01,dr.
29-1218,obstetrician,obstetrician.n.01,obstetrician
29-1218,obstetrician and gynecologist,obstetrician.n.01 gynecologist.n.01,obstetricians_and_gynecologists
29-1218,oncologist,oncologist.n.01,oncologist
29-1218,medical extern,extern.n.01,medical_extern
29-1218,accoucheur,obstetrician.n.01,accoucheur
29-1218,gastroenterologist,gastroenterologist.n.01,gastroenterologist
29-1218,general practitioner,general_practitioner.n.01,general_practitioner
29-1218,allergist,allergist.n.01,allergist
29-1218,house physician,house_physician.n.01,house_physician
29-1218,specialist,specialist.n.02,specialist
29-1218,houseman,intern.n.01,houseman
29-1218,medical specialist,specialist.n.02,medical_specialist
29-1218,resident physician,house_physician.n.01,resident_physician
29-1218,angiologist,angiologist.n.01,angiologist
29-1221,heart surgeon,cardiologist.n.01,heart_surgeon
29-1221,heart specialist,cardiologist.n.01,heart_specialist
29-1221,doctor of the church,doctor_of_the_church.n.01,doctor_of_the_church
29-1221,doctor,doctor_of_the_church.n.01,doctor
29-1221,cardiologist,cardiologist.n.01,cardiologist
29-1221,"pediatrician , general",baby_doctor.n.01 general.s.05,"pediatricians,_general"
29-1221,general pediatrician,general.s.05 baby_doctor.n.01,general_pediatrician
29-1221,internal medicine pediatrician,internal.s.02 music.n.05 baby_doctor.n.01,internal_medicine_pediatrician
29-1221,neonatal doctor,neonatal.a.01 doctor_of_the_church.n.01,neonatal_doctor
29-1221,neonatologist,,neonatologist
29-1221,pediatrician,baby_doctor.n.01,pediatrician
29-1221,baby doctor,baby_doctor.n.01,baby_doctor
29-1221,pediatric cardiologist,pediatric.a.01 cardiologist.n.01,pediatric_cardiologist
29-1221,primary care pediatrician,primary.s.02 concern.n.02 baby_doctor.n.01,primary_care_pediatrician
29-1222,clinical pathologist,clinical.s.02 diagnostician.n.01,clinical_pathologist
29-1222,neuropathologist,,neuropathologist
29-1222,immunopathologist,,immunopathologist
29-1222,pathologist,diagnostician.n.01,pathologist
29-1222,diagnostician,diagnostician.n.01,diagnostician
29-1222,etiologist,etiologist.n.01,etiologist
29-1222,"physician , pathologist",doctor.n.01 diagnostician.n.01,"physicians,_pathologists"
29-1223,psychiatrist,psychiatrist.n.01,psychiatrists
29-1223,psychoanalyst,analyst.n.03,psychoanalyst
29-1223,clinical psychiatrist,clinical.s.02 psychiatrist.n.01,clinical_psychiatrist
29-1223,staff psychiatrist,staff.n.06 psychiatrist.n.01,staff_psychiatrist
29-1223,pediatric psychiatrist,pediatric.a.01 psychiatrist.n.01,pediatric_psychiatrist
29-1223,neuropsychiatrist,,neuropsychiatrist
29-1223,geriatric psychiatrist,geriatric.a.02 psychiatrist.n.01,geriatric_psychiatrist
29-1223,forensic psychiatrist,forensic.s.02 psychiatrist.n.01,forensic_psychiatrist
29-1223,child psychiatrist,child.n.04 psychiatrist.n.01,child_psychiatrist
29-1223,psychiatrist,psychiatrist.n.01,psychiatrist
29-1223,addiction psychiatrist,addiction.n.03 psychiatrist.n.01,addiction_psychiatrist
29-1223,analyst,analyst.n.03,analyst
29-1224,diagnostic radiologist,diagnostic.s.02 radiologist.n.01,diagnostic_radiologist
